"uniquekeys","statelgafac","statecodes","lgacodes","distrcodes","facnames","addresss","questnums","reasons","designats","designats_2","ifotherspe","gender","age","educations","whoemploye","n15other","gradelevel","curgrade","primaryhea","workfacs","previously","indigene","farawayfac","time","time_2","gettowork","n116oth","havespouse","living","howfar","pays","n211oth","monthsal","months","salarylate","healthcare","medicines","schooling","housing","food","supplement","agric","petty","clinic","home","sellmed","other","n217oth","week","services","health","vacntime","vacnday","vacwdecide","arintime","arinday","ariwdecide","diatime","dianday","diawdecide","malntime","malnday","malwdecide","nutntime","nutnday","nutwdecide","matntime","matnday","matwdecide","fpntime","fpnday","fpwdecided","drugntime","drugnday","drugwdecid","stintime","stinday","stiwdecide","othntime","othnday","othwdecide","n221oth","days","outp","deliveries","inp","imm","antenatals","family","educa","inspection","laborators","admin","nonhealth","equipment","staffass","strike","strikelast","criterion","peoplelivi","house","bicycle","motorbike","car","boat","toilet","n314oth","purpose","times","discussed","referred","seeing","training","consider","attend","worker","diagnosis","tell","adjust","send","staffmeets","advice","whatother","n4111oth","notapplic","opinion","opinion_2","n4112oth","engaging","engaging_2","engaging_3","n4113oth","recstatus","salnopay"
549,21001,2,10,"FAJI 2",1,"MASSEY STREET LAGOS ISLAN",50,1.79769313486232e+308,4,4,"",2,49,3,1,"",4,14,11,0,0,2,15,1,1,4,"",1,1,1.79769313486232e+308,3,"",45000,11,5,2,2,2,2,2,1,2,1,2,2,2,2,"",3,2,0,2,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,1,2,2,1,2,2,1,1,2,1,1,0,1,4,3,2,2,1,2,3,1.79769313486232e+308,1,20,0,0,2,6,1,100,0,5,2,1,2,1,2,2,"",2,1,1,"",6,6,3,"",1,1
550,21014,2,10,"IDUMAGBO",14,"PRINCESS STREET ONALA",51,1.79769313486232e+308,2,2,"",2,46,3,1,"",5,10,10,0,0,2,25,2,2,4,"",1,1,1.79769313486232e+308,3,"",28300,11,11,1,2,2,2,2,1,2,1,2,2,2,2,"",2,2,0,4,8,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,2,"GENDER ISSUES MANAG",5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,6,3,2,2,1,2,3,1.79769313486232e+308,1,4,6,0,2,2,1,15,2,3,2,1,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
551,21004,2,10,"WARD C",4,"OKO AWO",52,1.79769313486232e+308,10,8,"",2,45,2,2,"",2,3,3,1,2,2,30,1,1,4,"",1,1.79769313486232e+308,1.79769313486232e+308,3,"",10500,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,2,2,2,1,2,0,3,10,2,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,2,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,1,"SHOUTING AT PATIENTS",3,3,2,"",1,1
552,21004,2,10,"WARD C",4,"OKO AWO",53,1.79769313486232e+308,7,7,"",1,33,3,1,"",8,8,4,3,0,2,25,1.29999995231628,1.49999988079071,4,"",2,1.79769313486232e+308,1.79769313486232e+308,3,"",22300,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,1,2,2,1,1,3,3,1,1,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,0,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,7,"GIVING ADEQUATE ATTN",3,3,2,"",1,1
553,21004,2,10,"WARD C",4,"OKO AWO",54,1.79769313486232e+308,2,2,"",2,42,3,1,"",4,13,14,0,1,2,40,1,1,4,"",1,1,1.79769313486232e+308,3,"",35000,11,5,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,4,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,4,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,7,3,2,2,1,2,3,1.79769313486232e+308,1,0,0,0,2,1,1,60,0,2,1,1,2,1,1,2,"",1.79769313486232e+308,3,3,"",4,4,2,"",1,1
554,21004,2,10,"WARD C",4,"OKO  AWO",55,1.79769313486232e+308,7,7,"",1,42,3,2,"",4,12,15,2,2,2,45,1,1,4,"",1,1,1.79769313486232e+308,3,"",31000,11,0,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,7,"NEGLECT PATIENT",3,3,2,"",1,1
555,21013,2,10,"WARD  A1",13,"11/13 GEORGE STREET",56,1.79769313486232e+308,5,5,"",2,48,3,2,"",3,7,26,0,4,1,4,0.200000002980232,0.333333343267441,1,"",1,1,1.79769313486232e+308,3,"",15000,11,10,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",6,1,2,2,1,1,1,2,2,2,1,2,2,1,2,0,3,6,4,2,2,1,1,3,1.79769313486232e+308,1,20,1.79769313486232e+308,1.79769313486232e+308,2,1,1,28,0,3,1,1,2,2,1,2,"",2,1,1,"",6,6,3,"",1,1
556,21013,2,10,"WARD A1",13,"11/13 GEORGE SALVAGE STR",57,1.79769313486232e+308,4,4,"",2,44,3,1,"",8,13,20,0,2,2,6,0.300000011920929,0.5,3,"",1,1,1.79769313486232e+308,3,"",40000,11,10,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",6,1,2,2,1,2,2,1,2,2,1,1,1,1,2,0,1,6,4,2,2,1,2,3,1.79769313486232e+308,1,3,0,0,2,6,1,18,2,3,1,1,2,2,1,2,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
557,21101,2,11,"A",1,"PAPA OWOROSOKO",1,1.79769313486232e+308,4,4,"",2,45,3,1,"",8,13,20,0,3,2,0,0.150000005960464,0.25,1,"",1,1,1.79769313486232e+308,3,"",32000,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,4,12,3,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,1,1,1,1,2,1,1,2,1,2,0,3,7,4,2,2,2,2,3,1.79769313486232e+308,1,0,20,0,1,2,1,133,0,2,2,2,2,2,2,1,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
558,21101,2,11,"A",1,"PAPA OWORONSOKI",2,1.79769313486232e+308,7,7,"",1,45,3,2,"",4,9,20,0,3,2,2,0.100000001490116,0.16666667163372,5,"",1,1,1.79769313486232e+308,3,"",27000,11,6,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,15,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1.79769313486232e+308,7,3,2,2,1,2,3,1.79769313486232e+308,2,0,0,0,1.79769313486232e+308,1,2,0,0,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",4,4,2,"",1,1
559,21101,2,11,"A",1,"PAPA OWORONSOKI",3,1.79769313486232e+308,7,7,"",1,36,3,2,"",7,10,7,0,2,2,18,1,1,5,"",1,1,1.79769313486232e+308,3,"",28650,11,6,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,9,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1.79769313486232e+308,6,3,2,2,1,2,3,1.79769313486232e+308,2,0,0,0,1.79769313486232e+308,1,1,0,0,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,9,"",4,4,2,"",1,1
560,21101,2,11,"A",1,"PAPA  OWORONSOKI",4,1.79769313486232e+308,7,7,"",1,50,3,1,"",7,14,24,0,4,2,18,1,1,4,"",1,2,1.79769313486232e+308,3,"",48000,11,5,2,2,2,2,1,1,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,8,5,2,1,2,2,3,1.79769313486232e+308,2,0,0,0,1.79769313486232e+308,4,2,0,0,5,2,2,2,2,2,2,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
561,21101,2,11,"A",1,"PAPA OWORONSOKI",5,1.79769313486232e+308,4,4,"",2,42,3,1,"",10,13,8,1,4,2,10,0.400000005960464,0.666666686534882,5,"",1,1,1.79769313486232e+308,3,"",36000,11,3,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,4,4,3,0,0,0,0,0,0,0,0,0,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1.79769313486232e+308,1,8,4,2,2,1,2,3,1.79769313486232e+308,1,3,2,5,1,1,1,130,0,2,1,2,2,2,2,1,"",1.79769313486232e+308,1,1,"",1,1,1,"",1,1
562,21103,2,11,"OGUDU",3,"OGUDU",5,1.79769313486232e+308,2,2,"",2,54,3,5,"",7,13,22,2,4,2,60,1.14999997615814,1.25,5,"",1,1,1.79769313486232e+308,3,"",45450,11,0,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,15,3,"",5,1,2,2,1,1,1,1,2,2,1,2,2,1,2,0,3,6,9,2,2,1,2,3,1.79769313486232e+308,1,20,3,2,2,2,1,140,10,3,2,2,1,2,1,1,"",2,6,1,"IMPATIENCE WITH PATI",3,3,2,"",1,1
563,21101,2,11,"WARD A",1,"PAPA OWORONSOKI",6,1.79769313486232e+308,5,5,"",2,45,3,2,"",5,5,4,1,0,1,0,0.100000001490116,0.16666667163372,4,"",1,1,1.79769313486232e+308,3,"",12150,11,1,2,2,2,2,2,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,"",6,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,1,6,1,2,2,2,2,3,1.79769313486232e+308,1,27,15,0,2,2,1,25,0,4,1,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
564,21101,2,11,"WARD A",1,"PAPA OWORONSOKI",7,1.79769313486232e+308,2,2,"",1,45,3,1,"",3,8,22,1,2,1,47,2,2,4,"",1,1,1.79769313486232e+308,3,"",24000,11,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",6,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,1,7,4,2,2,2,2,3,1.79769313486232e+308,1,0,2,0,2,1,1,8,2,4,1,1,2,1,1,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
565,21101,2,11,"WARD A",1,"PAPA OWORONSOKI",8,1.79769313486232e+308,6,6,"",2,43,3,2,"",2,7,26,5,4,2,20,1.29999995231628,1.49999988079071,4,"",1,1,1.79769313486232e+308,3,"",18750,11,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,1,1,2,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1,0,1,5,3,2,2,2,2,3,1.79769313486232e+308,1,5,4,2,2,4,1,5,3,4,1,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
566,21101,2,11,"WARD A",1,"PAPA OWORONSOKI",9,1.79769313486232e+308,4,4,"",2,51,3,1,"",7,14,20,0,2,2,5,1,1,5,"",1,1,1.79769313486232e+308,3,"",47000,11,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,3,21,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,11,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,1,1,1,2,1,2,2,2,2,2,1,1.79769313486232e+308,0,1,6,4,2,2,1,2,3,1.79769313486232e+308,1,10,0,0,1,4,1,40,10,4,1,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,6,9,"LAZINESS",3,3,2,"",1,1
567,21101,2,11,"WARD A",1,"PAPA OWORONSOKI",10,1.79769313486232e+308,9,8,"",2,45,2,2,"",3,4,18,5,1,1,10,0.5,0.833333313465118,4,"",1,1,1.79769313486232e+308,3,"",14000,11,1,2,2,2,2,2,1,2,2,2,2,1,1.79769313486232e+308,"",5,1,0,3,21,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",6,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,6,2,2,2,1,1,3,1.79769313486232e+308,2,0,0,0,2,1,2,5,0,5,1,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
568,21102,2,11,"",2,"13 PRINCE BODE OLUAWO",11,1.79769313486232e+308,2,2,"",2,44,4,1,"",4,14,11,2,3,2,5,1,1,5,"",1,1,1.79769313486232e+308,3,"",45000,12,1,1,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,3,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,3,6,4,2,2,1,2,3,1.79769313486232e+308,1,2,2,1,1,2,1,13,0,3,2,1,2,2,2,1.79769313486232e+308,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,0
569,21102,2,11,"",2,"13 PRINCE BODE OLUAWO",12,1.79769313486232e+308,5,5,"",2,34,1,1,"",3,8,12,1,1,2,10,0.449999988079071,0.75,4,"",1,1,1.79769313486232e+308,3,"",20000,11,1,1,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",0,1.79769313486232e+308,0,2,2,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,3,3,2,2,1,2,3,1.79769313486232e+308,1,0,0,6,2,2,1,10,0,2,2,1,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
570,21105,2,11,"WARD F",5,"GREMERIN STR. MILE 12",13,1.79769313486232e+308,4,4,"ACNO/CHO",2,43,3,1,"",7,13,20,0,3,2,5,0.300000011920929,0.5,4,"",1,1,1.79769313486232e+308,3,"",44800,11,2,1,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,9,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,6,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,1,2,1,1,2,1,2,2,1,2,0,3,4,4,2,2,1,2,3,1.79769313486232e+308,1,15,5,4,1,2,1,50,32,3,1,1,2,1,1,1,"",2,1,1,"",3,3,2,"",1,1
