"uniquekeyf","sn","statelga","statecodef","statename","lgacodef","lganame","distrcodef","facnamef","questnumf","reasonf","pop91","pop99","typefac","head","designatf","desigoth","nummedfac","nummeddut","numchofac","numchodut","numnurfsc","numnurdut","nummidfac","nummiddut","numschefac","numschedut","numjchefac","numjchedut","numenvifac","numenvidut","numlabfac","numlabdut","numpharfac","numphardut","nummerefac","nummeredut","numdenfac","numdendut","numothfac","numothdut","numhltfac","numhltdut","numvacfac","numvacdut","numtot","numtotdut","numtot17","rdutymed","rdutycho","rdutynur","rdutymid","rdutysche","rdutyjche","rdutyenv","rdutylab","rdutyphar","rdutymere","rdutyden","rdutyoth","rdutyhlt","rdutyvac","rduttot","nummedfac_lga","nummeddut_lga","numchofac_lga","numchodut_lga","numnurfsc_lga","numnurdut_lga","nummidfac_lga","nummiddut_lga","numschefac_lga","numschedut_lga","numjchefac_lga","numjchedut_lga","numenvifac_lga","numenvidut_lga","numlabfac_lga","numlabdut_lga","numpharfac_lga","numphardut_lga","nummerefac_lga","nummeredut_lga","numdenfac_lga","numdendut_lga","numothfac_lga","numothdut_lga","numhltfac_lga","numhltdut_lga","numvacfac_lga","numvacdut_lga","numtotdut_lga","numtot_lga","rdutymed2","rdutycho2","rdutynur2","rdutymid2","rdutysche2","rdutyjche2","rdutyenv2","rdutylab2","rdutyphar2","rdutymere2","rdutyden2","rdutyoth2","rdutyhlt2","rdutyvac2","rduttot2","staffjoine","staffretir","transferre","dismissed","leave","buildfe","buildst","buildlga","builddo","buildddc","buildvdc","buildoth","budontknow","patientbed","mainsource","sourcetank","electricit","laboratorf","transport","telephone","headquart","walkto","referral","longdoes","vehicle","hourswalk","phcclinic","publicsec","smallpriva","privatesec","all_147","under5","adultcons","antenatalf","postnatal","familyplan","stistdser","dentistry","bcgimmu","measlesimm","servtt","servinpat","servmal","servlabtes","servblotes","charinpat","charmala","charlabblo","charoutpat","nainp","namlt","nalbt","naopm","receipt","facwork","ifnowhy","genfown","genprivown","gengood","genadequat","gaugfown","gaugpriown","gaugood","gaugadeqat","childfown","childpriow","childgood","childadequ","microfown","micropriow","microgood","microadequ","septfown","septpriown","septgood","septadequ","sterifown","steripriow","sterigood","steriadequ","malfown","malpriown","malgood","maladequa","urinfown","urinpriown","uringood","urinadequa","chlofown","chlopriown","chloinadeq","parafown","parapriown","parainadeq","antifown","antipriown","antiinadeq","orsfown","orspriown","orsinadeq","mulfown","mulpriown","mulinadeq","bcgfown","bcgpriown","bcginadeq","meafown","meapriown","meainadeq","condfown","condpriown","condinadeq","nonfeechar","nonfeechar_2","standpri","exemppol","dispay","tuberpay","onchocepay","elderpay","poorpay","importpay","payothersp","regispaid","treatpaid","nareg","natrt","regestimay","treaestmay","namay","regestiapr","treestapr","naaprl","regestimar","treestmar","namarc","registfee","drugfee","othtrefee","nafees","nadrugs","naotrt","supldrugs","suplother","suplequp","suplmaint","suplbuild","suplstaff","devcommitt","workfacf","commitnumn","womnumb","commitmeet","headattend","disciplrec","provdrug","fixedprice","fixeduser","reqvaccine","carrrepair","provfuel","repairequp","newinvest","resadmin","resperson","visfactrea","checkreg","checkstock","checkrecei","checkproto","adminisue","staffmeetf","checkequip","chotherspe","phcmcvisfa","phcmcregis","phcmccards","phcmcrecei","phcmcmed","phcmcadmin","phcmcmeet","phcmcequip","phcmcother","facopenclo","undertake","acquire","available","medicalsup","charges","chargetrt","consultat","disciplina","transferf","facilitycl","leaking","broken","cracked","patientuse","sterilize","n614other","vaccines","fridge","forregistr","fordrugs","keepmonthl","forwarded","lastmonth","anatal","anatalmay","anatalapr","anatalmar","fampl","famplmay","famplapr","famplmar","inpat","inpatmay","inpatapr","inpatmar","bcgimf","bcgimfmay","bcgimfapr","bcgimmmar","outpat","outpatmay","outpatapr","outpatmar","hedu","hedumay","heduapr","hedumar","hvis","hvismay","hvisapr","hvismar","bothdelive","stillbirth","recstatus","statecode","lgacode","statelgafac","prdcLGA","prdcComm","prdcFac","discFac","Commbuild","Comprovide"
77,77,10001,1,"KOGI",1,"ADAVI","OSISI/IPAKU WARD",1,6,1.79769313486232e+308,1.79769313486232e+308,187268,1,2,5,"",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,8,5,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,100,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,40,1.79769313486232e+308,1.79769313486232e+308,62.5,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,0,0,0,0,0,2,2,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1,3,"",2,2,1,2,3,0.349999994039536,3,0.349999994039536,0.0500000007450581,1,3,1,2,1,7,1,1,1,1,1,2,2,1,1,1,1,1,2,2,150,1.79769313486232e+308,1.79769313486232e+308,120,1.79769313486232e+308,99,99,1.79769313486232e+308,1,2,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,"",0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,60,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,4,4,4,4,2,1,10,4,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,"1",2,1,1,1,1,1,2,1,"1",3,3,3,3,3,5,3,3,3,3,3,1,2,2,1,4,"",5,3,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1,0,1,0,0,0,0,0,0,0,0,0,22,7,7,8,10,2,6,2,12,4,4,4,100,0,0,100,0,0,1,1,1,10101,1,0,0,0,0,0
76,76,10001,1,"KOGI",1,"ADAVI","OGARA",2,5,1.79769313486232e+308,1.79769313486232e+308,187268,1,1,5,"",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,50,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,0,0,0,0,0,2,2,1,2,2,2,2,1.79769313486232e+308,2,2,"",2,2,1,2,35,12,35,12,0.449999988079071,1,0,0,1,0,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,100,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,99,99,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,2,1,2,1,1,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,"",0,10,1.79769313486232e+308,1.79769313486232e+308,120,0,1.79769313486232e+308,90,0,1.79769313486232e+308,0,0,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,3,3,3,3,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"2",1,1,1,1,1,1,1,1,"",3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,4,"",3,3,2,2,1,1,2,6,0,2,4,2,1,1,0,0,0,0,0,60,20,20,20,12,3,5,4,12,4,4,4,23,10,7,6,0,0,1,1,1,10102,1,0,0,0,0,0
75,75,10001,1,"KOGI",1,"ADAVI","NAGAZI",3,4,1.79769313486232e+308,1.79769313486232e+308,187268,3,1,4,"",0,0,0,0,1,1,2,2,2,1,4,2,0,0,0,0,1,1,0,0,0,0,9,7,0,0,0,0,19,14,9,1.79769313486232e+308,1.79769313486232e+308,100,100,50,50,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,77.7777786254883,1.79769313486232e+308,1.79769313486232e+308,73.684211730957,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,1,0,0,2,1,2,2,2,2,2,1.79769313486232e+308,6,3,"",2,2,2,2,3,0.400000005960464,0,0.100000001490116,0.0500000007450581,1,0,2,3,0,5,1,1,1,1,1,2,2,1,1,1,1,2,2,2,50,1.79769313486232e+308,1.79769313486232e+308,120,1.79769313486232e+308,99,99,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,2,1,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,2,2,2,1,2,1,1.79769313486232e+308,2,1,1,1,"1",0,0,1.79769313486232e+308,1.79769313486232e+308,80,1500,1.79769313486232e+308,56,1200,1.79769313486232e+308,60,1000,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,10,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,"2",2,2,2,2,1,1,1,2,"2",3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,"",3,1.79769313486232e+308,2,2,1,1,1,24,12,7,5,22,9,9,4,4,3,1,0,225,100,70,55,200,100,60,40,12,4,4,4,34,12,12,10,4,0,1,1,1,10103,1,0,0,0,0,0
74,74,10001,1,"KOGI",1,"ADAVI","NAGAZI/FARM WARD",4,3,1.79769313486232e+308,1.79769313486232e+308,187268,1,1,5,"",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,50,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,0,0,0,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,0,6,"",2,2,2,2,75,8,75,8,1,2,0,0,0,0,0,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,99,99,99,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,2,2,1,"",3,3,1.79769313486232e+308,1.79769313486232e+308,120,385,1.79769313486232e+308,0,0,1.79769313486232e+308,80,280,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,4,4,4,4,2,2,20,7,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"",2,1,1,1,1,1,1,1,"",3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,"",5,3,2,2,1,1,2,5,0,0,5,27,10,8,9,0,0,0,0,49,24,12,13,74,36,12,26,18,4,6,8,22,6,10,6,0,0,1,1,1,10104,1,0,0,0,0,1
73,73,10001,1,"KOGI",1,"ADAVI","IDOHANAN WARD",5,2,1.79769313486232e+308,1.79769313486232e+308,187268,2,1,5,"",0,0,0,0,0,0,1,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,6,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,33.3333320617676,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,50,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,2,0,0,2,2,1,2,2,2,2,2,0,1,"",1,2,2,2,1,0.300000011920929,1,0.300000011920929,0.100000001490116,1,3,1,3,0,7,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,99,99,99,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,"",1.79769313486232e+308,1.79769313486232e+308,99,99,400,500,1.79769313486232e+308,300,1700,1.79769313486232e+308,900,2000,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,4,4,4,4,2,1,6,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,"1",1,1,1,1,1,1,1,1,"1",3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,4,"",3,3,2,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1,1,3,9,4,3,2,7,3,2,2,0,0,1,1,1,10105,1,0,0,0,0,0
72,72,10001,1,"KOGI",1,"ADAVI","ADAVI EBA WARD",6,1,1.79769313486232e+308,1.79769313486232e+308,187268,2,1,5,"",0,0,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,66.6666641235352,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,28.5714282989502,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,0,0,0,2,2,1,2,2,2,2,2,0,4,"",1,2,1,2,8,2,4,1,0.150000005960464,1,3,2,3,1,9,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,99,99,99,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,"1",0,0,1.79769313486232e+308,1.79769313486232e+308,60,1.79769313486232e+308,1.79769313486232e+308,40,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,99,99,9,9,9,9,9,9,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,3,3,3,3,3,1.79769313486232e+308,1.79769313486232e+308,3,3,3,1,1,2,1,4,"",3,3,2,2,1,1,2,6,2,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,115,40,50,25,13,6,4,3,6,2,2,2,75,30,1.79769313486232e+308,45,1.79769313486232e+308,1.79769313486232e+308,1,1,1,10106,1,0,0,0,0,0
151,151,10001,1,"KOGI",1,"ADAVI","NAGAZI DISTRICT",7,7,1.79769313486232e+308,1.79769313486232e+308,187268,1,1,5,"",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,100,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,1,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,2,3,"",2,2,1,2,38,0.300000011920929,38,2.09999990463257,0.300000011920929,1,2,0,2,0,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1500,1.79769313486232e+308,1.79769313486232e+308,300,1.79769313486232e+308,99,99,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1.79769313486232e+308,1,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,200,3000,1.79769313486232e+308,150,3600,1.79769313486232e+308,180,3800,1.79769313486232e+308,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8,4,4,8,6,4,2,1,5,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,"",1,1,1,1,1,1,1,1,"1",3,4,3,5,3,5,5,3,3,3,3,2,2,2,2,4,"",3,3,2,2,1,1,1,8,4,2,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,14,5,6,3,47,15,12,20,6,2,2,2,12,4,4,4,8,0,1,1,1,10107,0,0,1,0,1,1
70,70,10002,1,"KOGI",2,"BASSA","KPANCHE DISTRICT",1,16,1.79769313486232e+308,1.79769313486232e+308,105495,1,1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,0,0,1,1,0,0,0,0,11,10,5,5,1,0,0,0,0,0,1,0,0,0,8,3,1,1,0,0,20,28,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,90.9090881347656,100,0,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,37.5,100,1.79769313486232e+308,71.4285736083984,0,0,1,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,3,"",2,2,2,2,18,4,2,0.300000011920929,0.100000001490116,1,7,0,2,0,9,1,1,1,1,2,1,2,1,1,1,1,1,2,2,600,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,99,99,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1,"",10,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8,8,8,9,6,9,2,1,10,0,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,"1",3,1,1,2,1,1,1,1,"1",3,4,4,5,5,5,3,3,3,3,3,2,2,2,2,4,"",5,3,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12,4,4,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,2,10201,0,0,1,0,1,1
