"staff_questionnaire","uniquekeys","statelga","statelgafac","statecodes","statename","lgacodes","lganame","distrcodes","facnames","addresss","questnums","reasons","pop91","pop99","designats","designats_2","ifotherspe","gender","age","educations","whoemploye","n15other","gradelevel","gradelevel_fac","gradelevel_lga","curgrade","dgrade","dgrade_fac","dgrade_lga","primaryhea","primaryhea_fac","primaryhea_lga","workfacs","workfacs_fac","workfacs_lga","previously","previously_fac","previously_lga","indigene","indigene2","indigene2_fac","indigene2_lga","farawayfac","farawayfac_fac","farawayfac_lga","time","time_2","time_2_fac","time_2_lga","gettowork","n116oth","havespouse","havespouse2","havespouse2_fac","havespouse2_lga","living","living2","living2_fac","living2_lga","howfar","howfar_fac","howfar_lga","pays","n211oth","monthsal","months","salarylate","healthcare","medicines","schooling","housing","food","healthcare2","healthcare2_fac","healthcare2_lga","medicines2","medicines2_fac","medicines2_lga","schooling2","schooling2_fac","schooling2_lga","housing2","housing2_fac","housing2_lga","food2","food2_fac","food2_lga","supplement","agric","petty","clinic","home","sellmed","other","n217oth","clinic2","clinic2_fac","clinic2_lga","home2","home2_fac","home2_lga","sellmed2","sellmed2_fac","sellmed2_lga","week","services","services2","services2_fac","services2_lga","health","vacntime","vacnday","vacwdecide","arintime","arinday","ariwdecide","diatime","dianday","diawdecide","malntime","malnday","malwdecide","nutntime","nutnday","nutwdecide","matntime","matnday","matwdecide","fpntime","fpnday","fpwdecided","drugntime","drugnday","drugwdecid","stintime","stinday","stiwdecide","othntime","othnday","othwdecide","n221oth","days","outp","deliveries","inp","imm","antenatals","family","educa","inspection","laborators","admin","nonhealth","equipment","staffass","strike","strikelast","criterion","peoplelivi","peoplelivi_fac","peoplelivi_lga","house","house_fac","house_lga","bicycle","motorbike","car","boat","bicycle2","bicycle2_fac","bicycle2_lga","motorbike2","motorbike2_fac","motorbike2_lga","car2","car2_fac","car2_lga","boat2","boat2_fac","boat2_lga","toilet","n314oth","toilet_bush","toilet_latr","toilet_flus","toilet_bush_fac","toilet_bush_lga","toilet_latr_fac","toilet_latr_lga","toilet_flus_fac","toilet_flus_lga","purpose","times","times_fac","times_lga","discussed","discussed_fac","discussed_lga","referred","referred_fac","referred_lga","seeing","seeing2","seeing2_fac","seeing2_lga","training","consider","attend","worker","attagain","attagain_fac","attagain_lga","diagnosis","tell","adjust","send","staffmeets","staffmeets2","staffmeets2_fac","staffmeets2_lga","advice","whatother","n4111oth","notapplic","opinion","opinion_2","n4112oth","engaging","engaging_2","engaging_3","n4113oth","recstatus","statecode","lgacode","hfq_questionnaire","uniquekeyf","sn","statecodef","lgacodef","distrcodef","facnamef","questnumf","reasonf","typefac","head","designatf","desigoth","nummedfac","nummeddut","numchofac","numchodut","numnurfsc","numnurdut","nummidfac","nummiddut","numschefac","numschedut","numjchefac","numjchedut","numenvifac","numenvidut","numlabfac","numlabdut","numpharfac","numphardut","nummerefac","nummeredut","numdenfac","numdendut","numothfac","numothdut","numhltfac","numhltdut","numvacfac","numvacdut","numtot","numtotdut","numtot17","rdutymed","rdutycho","rdutynur","rdutymid","rdutysche","rdutyjche","rdutyenv","rdutylab","rdutyphar","rdutymere","rdutyden","rdutyoth","rdutyhlt","rdutyvac","rduttot","nummedfac_lga","nummeddut_lga","numchofac_lga","numchodut_lga","numnurfsc_lga","numnurdut_lga","nummidfac_lga","nummiddut_lga","numschefac_lga","numschedut_lga","numjchefac_lga","numjchedut_lga","numenvifac_lga","numenvidut_lga","numlabfac_lga","numlabdut_lga","numpharfac_lga","numphardut_lga","nummerefac_lga","nummeredut_lga","numdenfac_lga","numdendut_lga","numothfac_lga","numothdut_lga","numhltfac_lga","numhltdut_lga","numvacfac_lga","numvacdut_lga","numtotdut_lga","numtot_lga","rdutymed2","rdutycho2","rdutynur2","rdutymid2","rdutysche2","rdutyjche2","rdutyenv2","rdutylab2","rdutyphar2","rdutymere2","rdutyden2","rdutyoth2","rdutyhlt2","rdutyvac2","rduttot2","staffjoine","staffretir","transferre","dismissed","leave","buildfe","buildst","buildlga","builddo","buildddc","buildvdc","buildoth","budontknow","patientbed","mainsource","sourcetank","electricit","laboratorf","transport","telephone","headquart","walkto","referral","longdoes","vehicle","hourswalk","phcclinic","publicsec","smallpriva","privatesec","all_147","under5","adultcons","antenatalf","postnatal","familyplan","stistdser","dentistry","bcgimmu","measlesimm","servtt","servinpat","servmal","servlabtes","servblotes","charinpat","charmala","charlabblo","charoutpat","nainp","namlt","nalbt","naopm","receipt","facwork","ifnowhy","genfown","genprivown","gengood","genadequat","gaugfown","gaugpriown","gaugood","gaugadeqat","childfown","childpriow","childgood","childadequ","microfown","micropriow","microgood","microadequ","septfown","septpriown","septgood","septadequ","sterifown","steripriow","sterigood","steriadequ","malfown","malpriown","malgood","maladequa","urinfown","urinpriown","uringood","urinadequa","chlofown","chlopriown","chloinadeq","parafown","parapriown","parainadeq","antifown","antipriown","antiinadeq","orsfown","orspriown","orsinadeq","mulfown","mulpriown","mulinadeq","bcgfown","bcgpriown","bcginadeq","meafown","meapriown","meainadeq","condfown","condpriown","condinadeq","nonfeechar","nonfeechar_2","standpri","exemppol","dispay","tuberpay","onchocepay","elderpay","poorpay","importpay","payothersp","regispaid","treatpaid","nareg","natrt","regestimay","treaestmay","namay","regestiapr","treestapr","naaprl","regestimar","treestmar","namarc","registfee","drugfee","othtrefee","nafees","nadrugs","naotrt","supldrugs","suplother","suplequp","suplmaint","suplbuild","suplstaff","devcommitt","workfacf","commitnumn","womnumb","commitmeet","headattend","disciplrec","provdrug","fixedprice","fixeduser","reqvaccine","carrrepair","provfuel","repairequp","newinvest","resadmin","resperson","visfactrea","checkreg","checkstock","checkrecei","checkproto","adminisue","staffmeetf","checkequip","chotherspe","phcmcvisfa","phcmcregis","phcmccards","phcmcrecei","phcmcmed","phcmcadmin","phcmcmeet","phcmcequip","phcmcother","facopenclo","undertake","acquire","available","medicalsup","charges","chargetrt","consultat","disciplina","transferf","facilitycl","leaking","broken","cracked","patientuse","sterilize","n614other","vaccines","fridge","forregistr","fordrugs","keepmonthl","forwarded","lastmonth","anatal","anatalmay","anatalapr","anatalmar","fampl","famplmay","famplapr","famplmar","inpat","inpatmay","inpatapr","inpatmar","bcgimf","bcgimfmay","bcgimfapr","bcgimmmar","outpat","outpatmay","outpatapr","outpatmar","hedu","hedumay","heduapr","hedumar","hvis","hvismay","hvisapr","hvismar","bothdelive","stillbirth","pronduty"
"STAFF QUESTIONNAIRE",2,10001,10101,1,"KOGI",1,"ADAVI","OSISI/IPAKU",1,"OSISI",2,1.79769313486232e+308,1.79769313486232e+308,187268,6,6,"",2,25,3,2,"",3,4.33333349227905,3.75,6,3,4.66666650772095,4.94999980926514,8,11.3333330154419,15.6000003814697,6,8.3333330154419,5.90000009536743,0,1,1.29999995231628,1,1,1,0.699999988079071,1,3.66666674613953,7.23529434204102,0.300000011920929,0.5,0.361111104488373,0.367543876171112,1,"",1,1,1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,"",14200,10,0,1.79769313486232e+308,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,0.150000005960464,0,0,0,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,4,8,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,1,1,1,2,1,1,2,2,2,1,2,1.79769313486232e+308,0,1,5,8,7.65000009536743,4,5.33333349227905,4.40000009536743,1,1,2,2,1,0.666666686534882,0.150000005960464,1,0.666666686534882,0.200000002980232,0,0,0.400000005960464,0,0,0,3,1.79769313486232e+308,0,0,1,0,0.150000005960464,0.666666686534882,0.550000011920929,0.333333343267441,0.300000011920929,1,4,1.66666662693024,2.42105269432068,0,0.666666686534882,2.1875,0,0.666666686534882,1.125,2,0,0,0.100000001490116,2,1,3,1,33.3333320617676,29.1666660308838,12.5,3,1,1,2,1,1,0.666666686534882,0.421052634716034,1,2,"",1,1.79769313486232e+308,1.79769313486232e+308,"",3,3,2,"",1,1,1,"HFQ QUESTIONNAIRE",73,73,1,1,"IDOHANAN WARD",5,2,1.79769313486232e+308,2,1,5,"",0,0,0,0,0,0,1,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,6,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,33.3333320617676,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,50,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,2,0,0,2,2,1,2,2,2,2,2,0,1,"",1,2,2,2,1,0.300000011920929,1,0.300000011920929,0.100000001490116,1,3,1,3,0,7,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,99,99,99,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,"",1.79769313486232e+308,1.79769313486232e+308,99,99,400,500,1.79769313486232e+308,300,1700,1.79769313486232e+308,900,2000,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,4,4,4,4,2,1,6,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,"1",1,1,1,1,1,1,1,1,"1",3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,4,"",3,3,2,2,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1,1,3,9,4,3,2,7,3,2,2,0,0,0.5
"STAFF QUESTIONNAIRE",1,10001,10101,1,"KOGI",1,"ADAVI","OSISI/IPATU WARD",1,"OSISI",1,1.79769313486232e+308,1.79769313486232e+308,187268,4,4,"",2,34,3,1,"",7,4.33333349227905,3.75,12,5,4.66666650772095,4.94999980926514,11,11.3333330154419,15.6000003814697,7,8.3333330154419,5.90000009536743,1,1,1.29999995231628,1,1,1,0.699999988079071,10,3.66666674613953,7.23529434204102,0.300000011920929,0.5,0.361111104488373,0.367543876171112,4,"",1,1,1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,"",28550,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.150000005960464,0,0,0,1,2,1,2,1,2,1,"WEAVING",0,0,0,1,1,0.363636374473572,0,0,0.090909093618393,1,1,1,1,0.090909093618393,0,2,4,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",3,1,2,2,1,2,2,1,2,2,1,2,2,1,2,0,3,15,8,7.65000009536743,8,5.33333349227905,4.40000009536743,1,1,2,2,1,0.666666686534882,0.150000005960464,1,0.666666686534882,0.200000002980232,0,0,0.400000005960464,0,0,0,2,1.79769313486232e+308,0,1,0,0,0.150000005960464,0.666666686534882,0.550000011920929,0.333333343267441,0.300000011920929,1,0,1.66666662693024,2.42105269432068,0,0.666666686534882,2.1875,0,0.666666686534882,1.125,2,0,0,0.100000001490116,4,1,8,2,25,29.1666660308838,12.5,2,2,1,2,1,1,0.666666686534882,0.421052634716034,1,1,"",2,4,4,"",3,3,2,"",1,1,1,"HFQ QUESTIONNAIRE",75,75,1,1,"NAGAZI",3,4,1.79769313486232e+308,3,1,4,"",0,0,0,0,1,1,2,2,2,1,4,2,0,0,0,0,1,1,0,0,0,0,9,7,0,0,0,0,19,14,9,1.79769313486232e+308,1.79769313486232e+308,100,100,50,50,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,77.7777786254883,1.79769313486232e+308,1.79769313486232e+308,73.684211730957,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,1,0,0,2,1,2,2,2,2,2,1.79769313486232e+308,6,3,"",2,2,2,2,3,0.400000005960464,0,0.100000001490116,0.0500000007450581,1,0,2,3,0,5,1,1,1,1,1,2,2,1,1,1,1,2,2,2,50,1.79769313486232e+308,1.79769313486232e+308,120,1.79769313486232e+308,99,99,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,2,1,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,2,2,2,1,2,1,1.79769313486232e+308,2,1,1,1,"1",0,0,1.79769313486232e+308,1.79769313486232e+308,80,1500,1.79769313486232e+308,56,1200,1.79769313486232e+308,60,1000,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,10,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,"2",2,2,2,2,1,1,1,2,"2",3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,"",3,1.79769313486232e+308,2,2,1,1,1,24,12,7,5,22,9,9,4,4,3,1,0,225,100,70,55,200,100,60,40,12,4,4,4,34,12,12,10,4,0,0.736842095851898
"STAFF QUESTIONNAIRE",3,10001,10101,1,"KOGI",1,"ADAVI","OSISI/IPAKU WARD",1,"OSISI",3,1.79769313486232e+308,1.79769313486232e+308,187268,5,5,"",2,38,3,3,"",3,4.33333349227905,3.75,9,6,4.66666650772095,4.94999980926514,15,11.3333330154419,15.6000003814697,12,8.3333330154419,5.90000009536743,2,1,1.29999995231628,1,1,1,0.699999988079071,0,3.66666674613953,7.23529434204102,0.0500000007450581,0.0833333358168602,0.361111104488373,0.367543876171112,1,"",1,1,1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,"",24400,9,6,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.150000005960464,0,0,0,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,4,8,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,1,2,2,1,2,2,2,2,2,2,2,0,3,4,8,7.65000009536743,4,5.33333349227905,4.40000009536743,2,2,2,2,0,0.666666686534882,0.150000005960464,0,0.666666686534882,0.200000002980232,0,0,0.400000005960464,0,0,0,2,1.79769313486232e+308,0,1,0,0,0.150000005960464,0.666666686534882,0.550000011920929,0.333333343267441,0.300000011920929,1,1,1.66666662693024,2.42105269432068,2,0.666666686534882,2.1875,2,0.666666686534882,1.125,2,0,1.79769313486232e+308,0.100000001490116,1,1,4,1.79769313486232e+308,1.79769313486232e+308,29.1666660308838,1.79769313486232e+308,2,1,1,2,2,0,0.666666686534882,0.421052634716034,2,1.79769313486232e+308,"",1.79769313486232e+308,6,9,"DISC.PATIENTS SECRET",3,3,2,"",1,1,1,"HFQ QUESTIONNAIRE",151,151,1,1,"NAGAZI DISTRICT",7,7,1.79769313486232e+308,1,1,5,"",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,100,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,1,0,1,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,2,3,"",2,2,1,2,38,0.300000011920929,38,2.09999990463257,0.300000011920929,1,2,0,2,0,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1500,1.79769313486232e+308,1.79769313486232e+308,300,1.79769313486232e+308,99,99,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1.79769313486232e+308,1,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,200,3000,1.79769313486232e+308,150,3600,1.79769313486232e+308,180,3800,1.79769313486232e+308,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8,4,4,8,6,4,2,1,5,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,"",1,1,1,1,1,1,1,1,"1",3,4,3,5,3,5,5,3,3,3,3,2,2,2,2,4,"",3,3,2,2,1,1,1,8,4,2,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,14,5,6,3,47,15,12,20,6,2,2,2,12,4,4,4,8,0,1
"STAFF QUESTIONNAIRE",5,10001,10102,1,"KOGI",1,"ADAVI","OSARA HLT DISTRICT",2,"OSARA TOWN",5,1.79769313486232e+308,1.79769313486232e+308,187268,5,5,"",2,40,3,1,"",2,2,3.75,9,7,5.5,4.94999980926514,22,21.5,15.6000003814697,7,5.5,5.90000009536743,2,2,1.29999995231628,1,1,1,0.699999988079071,15,15,7.23529434204102,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"",1,1,1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,"",25400,9,9,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0.150000005960464,0,0,0,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,0.090909093618393,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,1.79769313486232e+308,1,2,2,1,1,2,2,2,2,1,1,0,3,15,11.5,7.65000009536743,6,5.5,4.40000009536743,2,2,2,1.79769313486232e+308,0,0,0.150000005960464,0,0,0.200000002980232,0,0,0.400000005960464,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,0,0,0.5,0.150000005960464,0.5,0.550000011920929,0,0.300000011920929,1,4,5,2.42105269432068,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,0,1.79769313486232e+308,0.100000001490116,2,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1,1,"HFQ QUESTIONNAIRE",74,74,1,1,"NAGAZI/FARM WARD",4,3,1.79769313486232e+308,1,1,5,"",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,50,0,0,0,0,1,1,5,3,12,8,10,5,2,2,0,0,1,1,0,0,0,0,26,14,0,0,0,0,34,57,1.79769313486232e+308,1.79769313486232e+308,100,60,66.6666641235352,50,100,1.79769313486232e+308,100,1.79769313486232e+308,1.79769313486232e+308,53.8461532592773,1.79769313486232e+308,1.79769313486232e+308,59.6491241455078,0,0,0,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,0,6,"",2,2,2,2,75,8,75,8,1,2,0,0,0,0,0,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,99,99,99,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,2,2,1,"",3,3,1.79769313486232e+308,1.79769313486232e+308,120,385,1.79769313486232e+308,0,0,1.79769313486232e+308,80,280,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,4,4,4,4,2,2,20,7,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"",2,1,1,1,1,1,1,1,"",3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,"",5,3,2,2,1,1,2,5,0,0,5,27,10,8,9,0,0,0,0,49,24,12,13,74,36,12,26,18,4,6,8,22,6,10,6,0,0,0.5
