"sn","questnum","statecode","lgacode","distrcode","facname","address","intname","fistintdat","firststime","firstetime","firstintl","firstincom","secintdate","secstime","secetime","secintl","secincom","reason","supname","surcomdate","surinitial","dataentdat","datainitia","entname","firentdate","firseccomp","secentdate","secseccomp","head","designat","desigoth","nummedfac","nummeddut","numchofac","numchodut","numnurfsc","numnurdut","nummidfac","nummiddut","numschefac","numschedut","numjchefac","numjchedut","numenvifac","numenvidut","numlabfac","numlabdut","numpharfac","numphardut","nummerefac","nummeredut","numdenfac","numdendut","numothfac","numothdut","numhltfac","numhltdut","numvacfac","numvacdut","staffjoine","staffretir","transferre","dismissed","leave","buildfe","buildst","buildlga","builddo","buildddc","buildvdc","buildoth","budontknow","patientbed","mainsource","sourcetank","electricit","laboratory","transport","telephone","headquart","walkto","referral","longdoes","vehicle","hourswalk","phcclinic","publicsec","smallpriva","privatesec","under5","adultcons","antenatal","postnatal","familyplan","stistdser","dentistry","bcgimmu","measlesimm","servtt","servinpat","servmal","servlabtes","servblotes","charinpat","nainp","charmala","namlt","charlabblo","nalbt","charoutpat","naopm","receipt","facwork","ifnowhy","genfown","genprivown","gengood","genadequat","gaugfown","gaugpriown","gaugood","gaugadeqat","childfown","childpriow","childgood","childadequ","microfown","micropriow","microgood","microadequ","septfown","septpriown","septgood","septadequ","sterifown","steripriow","sterigood","steriadequ","malfown","malpriown","malgood","maladequa","urinfown","urinpriown","uringood","urinadequa","chlofown","chlopriown","chloinadeq","parafown","parapriown","parainadeq","antifown","antipriown","antiinadeq","orsfown","orspriown","orsinadeq","mulfown","mulpriown","mulinadeq","bcgfown","bcgpriown","bcginadeq","meafown","meapriown","meainadeq","condfown","condpriown","condinadeq","nonfeechar","standpri","exemppol","dispay","tuberpay","onchocepay","elderpay","poorpay","importpay","payothersp","regispaid","nareg","treatpaid","natrt","regestimay","treaestmay","namay","regestiapr","treestapr","naaprl","regestimar","treestmar","namarc","registfee","nafees","drugfee","nadrugs","othtrefee","naotrt","supldrugs","suplother","suplequp","suplmaint","suplbuild","suplstaff","devcommitt","workfac","commitnumn","womnumb","commitmeet","headattend","disciplrec","provdrug","fixedprice","fixeduser","reqvaccine","carrrepair","provfuel","repairequp","newinvest","resadmin","resperson","visfactrea","checkreg","checkstock","checkrecei","checkproto","adminisue","staffmeet","checkequip","chotherspe","phcmcvisfa","phcmcregis","phcmccards","phcmcrecei","phcmcmed","phcmcadmin","phcmcmeet","phcmcequip","phcmcother","facopenclo","undertake","acquire","available","medicalsup","charges","chargetrt","consultat","disciplina","transfer","facilitycl","leaking","broken","cracked","patientuse","sterilize","n614other","vaccines","fridge","forregistr","fordrugs","keepmonthl","forwarded","lastmonth","anatalmay","anatalapr","anatalmar","famplmay","famplapr","famplmar","inpatmay","inpatapr","inpatmar","bcgimmmay","bcgimmapr","bcgimmmar","outpatmay","outpatapr","outpatmar","hedumay","heduapr","hedumar","hvismay","hvisapr","hvismar","bothdelive","stillbirth"
49,6,1,8,"OTU EGUNGBE",4,"KABBA BUNU LGA","COMFORT O. GEORGE",1900-06-14,11.15,11.45,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-14,"OS",1900-06-14,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,0,0,0,0,2,2,1,2,2,2,2,2,0,2,"",1,1,2,2,2,0.1,2,0.1,0.05,1,8,4,10,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,1,1,"",2,2,2,2,1,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,2,1,1.79769313486232e+308,2,1,1.79769313486232e+308,2,2,2,2,2,2,2,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1,2,2,2,1,1,1,1,1,1,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,0,300,1.79769313486232e+308,1.79769313486232e+308,400,1.79769313486232e+308,1.79769313486232e+308,300,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,6,4,4,8,8,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,1,1,1,2,1,"",3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,"",3,3,2,2,1,1,2,2,999,999,999,2,1,999,999,999,999,999,999,5,5,7,3,3,4,3,3,4,0,0
50,7,1,8,"OKEBUKUN/ODO APE",3,"P.O BOX 22 OKEBUKUN","JOSHUA KON",1900-06-13,9.4,11,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-13,"OS",1900-06-13,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,2,13,"",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1.79769313486232e+308,1,2,2,1,2,2,1,1,2,1.79769313486232e+308,2,"",1,2,1,2,10,1.3,10,1.3,0.2,1,4,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,100,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,200,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1,2,1,2,1,2,2,2,1.79769313486232e+308,2,2,1,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1.79769313486232e+308,15,1.79769313486232e+308,10,1.79769313486232e+308,600,8000,1.79769313486232e+308,550,6800,1.79769313486232e+308,400,5400,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,4,9,9,7,9,2,1,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,"1",1,1,1,1,1,1,2,1,"",3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,4,"",5,3,2,2,2,1.79769313486232e+308,1.79769313486232e+308,4,2,5,6,4,5,999,999,999,11,13,16,999,999,999,999,999,999,999,999,999,1.79769313486232e+308,1.79769313486232e+308
51,8,1,8,"AIYEDE-OPA/OLLE",10,"OKE OFFIN","OLOWOYO ISINMIOLA YEMISI",1900-06-13,11.01,11.35,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-13,"OS",1900-06-13,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,3,"",1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,0,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,6,"",2,2,2,2,5,1.3,5,1.3,0.3,1,3,1,15,3,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,2,1,1.79769313486232e+308,2,2,1,2,2,2,2,2,1,2,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1,2,1,2,2,1,2,2,2,2,2,2,2,2,5,1.79769313486232e+308,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,4,4,4,4,6,4,2,1,8,3,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,"1",1,1,1,1,1,1,1,1,"2",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,"",3,3,2,2,1,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,10,14,999,999,999,1,1,1,2,2,2,0,0
52,9,1,8,"AIYEDE OPA/OLLE",2,"PHC OLLE,KABBA/BUNU LGA","DR BENJAMIN A.J.",1900-06-13,11.25,12.15,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-13,"OS",1900-06-13,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,1,2,2,2,2,2,0,4,"",2,2,2,2,35,6,35,6,2,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,100,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1.79769313486232e+308,1,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,705,1.79769313486232e+308,1.79769313486232e+308,360,1.79769313486232e+308,1.79769313486232e+308,560,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,9,9,9,9,4,2,1,12,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"2",2,1,1,1,1,1,1,1,"2",3,3,3,3,3,3,3,3,3,3,4,2,1,2,2,4,"",3,3,2,2,1,1,1,999,3,4,999,999,2,999,2,2,20,20,20,5,6,8,3,3,2,18,26,15,7,0
53,10,1,8,"KIRI DISTRICT",1,"AKUTUPA,KABBA/BUNU LGA","DR BENJAMIN J.A.",1900-07-01,11.55,12.35,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-07-01,"OS",1900-07-01,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,6,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,2,2,1,2,2,2,2,2,0,6,"",2,2,1,2,88,40,88,18,2.3,1,3,0,1,0,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1.79769313486232e+308,1,1,1,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,150,480,1.79769313486232e+308,200,600,1.79769313486232e+308,150,450,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,4,4,9,9,6,9,2,2,9,3,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,"2",1,1,1,1,1,1,1,1,"2",3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,4,"",3,3,2,2,1,1,1,6,7,5,10,9,6,999,999,999,17,20,15,34,37,26,2,2,2,7,9,6,4,0
54,11,1,8,"BUNNU DISTRICT",11,"ILLAH","OLOWOYO ISINMIOLA Y.",1900-07-16,11.4,12.15,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",,"",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,3,"",2,2,2,2,65,5.1,30,2.3,0.45,1,2,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,2,2,100,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1,1,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1.79769313486232e+308,1,1,2,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1.79769313486232e+308,10,1.79769313486232e+308,10,1.79769313486232e+308,1.79769313486232e+308,600,1.79769313486232e+308,1.79769313486232e+308,800,1.79769313486232e+308,1.79769313486232e+308,1300,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,5,4,4,6,4,2,1,5,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,"",1,1,1,1,1,1,1,1,"",3,3,3,3,3,3,5,3,3,3,3,2,2,2,2,4,"",3,3,2,2,1,1,1,2,2,1,999,999,999,1,1,1,999,8,10,20,28,30,4,4,4,4,4,4,8,1
55,1,1,2,"SHITE",20,"","OYEWOLE OYEDIRAN",1900-06-19,1.01,1.42,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-19,"OS",1900-06-19,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,6,"",2,2,2,2,40,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,500,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,100,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1,1,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,120,2000,1.79769313486232e+308,150,550,1.79769313486232e+308,200,600,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,7,7,4,6,6,4,2,1,12,3,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,"",1,1,1,1,1,1,1,1,"",5,4,4,5,5,5,5,4,4,3,2,1,1,2,2,6,"",5,3,2,2,2,2,2,2,3,1,999,999,999,2,1,1,999,999,999,5,6,4,2,3,4,2,3,2,2,0
56,2,1,2,"",19,"ODUGBO","OLOWOYO ISINMIOLA Y.",1900-06-17,1.55,2.21,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-17,"OS",1900-06-17,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,2,2,2,1,2,2,2,3,"",2,2,1,2,10,5,100,48,3,2,0,0,0,0,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,100,1.79769313486232e+308,2,1,"",2,1,1,1,1,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,2,1,2,1.79769313486232e+308,1,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1,2,2,2,1,1,1,1,1,1,1.79769313486232e+308,10,1.79769313486232e+308,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,1.79769313486232e+308,1.79769313486232e+308,400,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,1,1.79769313486232e+308,5,5,9,8,8,4,1,1,10,2,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,"",1,1,1,1,1,1,1,1,"",3,3,3,5,3,5,5,3,3,3,2,1,1,1,2,4,"",3,3,2,2,1,1,2,999,8,6,999,999,999,999,999,999,999,999,999,999,11,5,999,4,4,999,4,4,0,0
57,3,1,2,"AKUBA II",18,"PHC OKETE","DR OSOWOLE",1900-06-19,5.25,5.5,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-19,"OS",1900-06-19,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,12,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2,6,"",2,2,2,2,42,1.79769313486232e+308,10,1.79769313486232e+308,0.45,2,0,0,0,0,1,1,1,1,2,2,2,1,1,2,1,1,2,2,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,2,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,0,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,2,1,2,2,2,2,1,1,1,1,1.79769313486232e+308,1,1.79769313486232e+308,0,0,0,0,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,4,8,4,8,8,4,2,1,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,"",3,1,2,2,1,1,2,1,"",5,4,5,5,5,5,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1,2,4,"",3,3,2,2,2,2,1.79769313486232e+308,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0
58,4,1,2,"AKUBA II WARD",16,"KPORO PHC AKUBA II","JOSHUA KON",1900-06-19,3.1,3.5,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-19,"OS",1900-06-19,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,6,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,0,6,"",2,2,2,2,15,4,3,0.3,0.1,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,100,1.79769313486232e+308,2,1,"",0,0,1.79769313486232e+308,2,0,0,1.79769313486232e+308,2,1,0,1,2,0,0,1.79769313486232e+308,2,0,0,1.79769313486232e+308,2,0,0,1.79769313486232e+308,2,0,0,1.79769313486232e+308,2,0,0,1.79769313486232e+308,2,0,1,2,0,1,2,0,1,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1.79769313486232e+308,99,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,2,2,2,1,2,2,"",3,3,3,3,3,3,3,3,3,3,1.79769313486232e+308,2,1,1,2,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,1.79769313486232e+308,1.79769313486232e+308
