"ID","questnum","statecode","lgacode","distrcode","facname","address","intname","fistintdat","firststime","firstetime","firstintl","firstincom","secintdate","secstime","secetime","secintl","secincom","reason","supname","surcomdate","surinitial","dataentdat","datainitia","entname","firentdate","firseccomp","secentdate","secseccomp","Notes","head","designat","desigoth","nummedfac","nummeddut","numchofac","numchodut","numnurfsc","numnurdut","nummidfac","nummiddut","numschefac","numschedut","numjchefac","numjchedut","numenvifac","numenvidut","numlabfac","numlabdut","numpharfac","numphardut","nummerefac","nummeredut","numdenfac","numdendut","numothfac","numothdut","numhltfac","numhltdut","numvacfac","numvacdut","staffjoine","staffretir","transferre","dismissed","leave","buildfe","buildst","buildlga","builddo","buildddc","buildvdc","buildoth","budontknow","patientbed","mainsource","sourcetank","electricit","laboratory","transport","telephone","headquart","walkto","referral","longdoes","vehicle","hourswalk","phcclinic","publicsec","smallpriva","privatesec","under5","adultcons","antenatal","postnatal","familyplan","stistdser","dentistry","bcgimmu","measlesimm","servtt","servinpat","servmal","servlabtes","servblotes","charinpat","nainp","charmala","namlt","charlabblo","nalbt","charoutpat","naopm","receipt","facwork","ifnowhy","genfown","genprivown","gengood","genadequat","gaugfown","gaugpriown","gaugood","gaugadeqat","childfown","childpriow","childgood","childadequ","microfown","micropriow","microgood","microadequ","septfown","septpriown","septgood","septadequ","sterifown","steripriow","sterigood","steriadequ","malfown","malpriown","malgood","maladequa","urinfown","urinpriown","uringood","urinadequa","chlofown","chlopriown","chloinadeq","parafown","parapriown","parainadeq","antifown","antipriown","antiinadeq","orsfown","orspriown","orsinadeq","mulfown","mulpriown","mulinadeq","bcgfown","bcgpriown","bcginadeq","meafown","meapriown","meainadeq","condfown","condpriown","condinadeq","nonfeechar","standpri","exemppol","dispay","tuberpay","onchocepay","elderpay","poorpay","importpay","payothersp","regispaid","nareg","treatpaid","natrt","regestimay","treaestmay","namay","regestiapr","treestapr","naaprl","regestimar","treestmar","namarc","registfee","nafees","drugfee","nadrugs","othtrefee","naotrt","supldrugs","suplother","suplequp","suplmaint","suplbuild","suplstaff","devcommitt","workfac","commitnumn","womnumb","commitmeet","headattend","disciplrec","provdrug","fixedprice","fixeduser","reqvaccine","carrrepair","provfuel","repairequp","newinvest","resadmin","resperson","visfactrea","checkreg","checkstock","checkrecei","checkproto","adminisue","staffmeet","checkequip","chotherspe","phcmcvisfa","phcmcregis","phcmccards","phcmcrecei","phcmcmed","phcmcadmin","phcmcmeet","phcmcequip","phcmcother","facopenclo","undertake","acquire","available","medicalsup","charges","chargetrt","consultat","disciplina","transfer","facilitycl","leaking","broken","cracked","patientuse","sterilize","n614other","vaccines","fridge","forregistr","fordrugs","keepmonthl","forwarded","lastmonth","anatalmay","anatalapr","anatalmar","famplmay","famplapr","famplmar","inpatmay","inpatapr","inpatmar","bcgimmmay","bcgimmapr","bcgimmmar","outpatmay","outpatapr","outpatmar","hedumay","heduapr","hedumar","hvismay","hvisapr","hvismar","bothdelive","stillbirth"
1132117,17,1,13,"AGWODABA",21,"PHC AGWODABA","COMFORT GOERGE",1900-06-12,9.05,9.3,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-12,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,2,0,0,9,9,1,9,9,9,9,9,0,4,"",2,2,2,2,10,2,13,5,0.3,1,4,1,1,0,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,120,1.79769313486232e+308,2,1,"",2,2,9,9,2,1,1,1,1,9,1,1,2,2,9,9,1,2,1.79769313486232e+308,9,2,1,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,1,2,2,1,2,2,1,2,2,2,2,9,1,2,2,2,2,9,2,2,9,2,9,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,4,4,4,4,4,2,1,5,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,"9",1,1,1,2,1,1,1,1,"9",3,4,5,5,5,5,5,3,5,3,3,2,1,2,2,3,"",3,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1132318,18,1,13,"IMANE WARD 1",23,"PHC MABENYI-IMANE","OGUNLEYE J.A.",1900-07-15,1.2,2.05,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",,"",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2,5,"",2,2,1,2,14,3,6,1.2,0.2,1,2,1,3,0,1,1,1,2,2,1,2,1,1,1,2,1,2,2,400,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,80,1.79769313486232e+308,1,1,"",2,2,9,9,2,1,1,1,1,2,1,1,2,2,9,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,9,2,2,2,1,2,2,2,2,2,2,7,7,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,200,800,1.79769313486232e+308,150,600,1.79769313486232e+308,100,500,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,4,4,4,6,4,2,1,12,3,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,"2",1,1,1,1,1,1,1,1,"1",3,3,3,4,3,3,3,3,3,3,3,1,2,2,2,4,"",4,7,2,2,2,1.79769313486232e+308,1.79769313486232e+308,4,2,3,9999,9999,9999,9999,9999,9999,15,20,13,20,15,10,4,4,4,25,20,20,0,0
1132219,19,1,13,"OLAMABORO WARD III",22,"PHC OGBOLOGIDI-OKPO","OGUNLEYE J.A.",1900-07-16,10.05,11.15,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",,"",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,6,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,1,2,2,2,4,"",2,2,1,2,6,1,6,1,0.15,1,2,1,4,0,1,1,1,1,2,2,2,1,1,1,1,1,2,2,300,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,120,1.79769313486232e+308,1,1,"",2,2,9,9,1,2,1,1,2,2,9,9,2,2,9,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,7,7,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,30,250,1.79769313486232e+308,50,300,1.79769313486232e+308,100,500,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,6,4,2,1,12,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,"2",2,1,1,1,1,1,1,1,"1",3,4,3,3,3,3,3,3,3,3,3,2,2,1,1,4,"",4,7,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,5,10,9999,9999,9999,1,2,2,0,0
1032301,1,1,3,"IYALE DISTRICT",23,"PHC OLOGBA-DEKINA","OGUNLEYE J.A.",1900-06-19,9.4,10.16,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",,"",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,4,6,"",2,2,1,2,20,12,5,3,0.15,1,4,3,2,0,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,100,1.79769313486232e+308,2,1,"",9,9,9,9,1,1,2,1,2,2,9,9,2,2,9,9,2,2,1.79769313486232e+308,9,1,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,9,2,2,9,2,2,9,2,2,2,1,7,7,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,0,700,1.79769313486232e+308,0,600,1.79769313486232e+308,0,800,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,1,1.79769313486232e+308,1,6,6,6,6,4,1,1,8,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,"2",5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",3,3,3,4,3,3,3,4,3,3,3,2,2,2,1,4,"",5,9,2,2,2,1.79769313486232e+308,1.79769313486232e+308,6,3,4,9999,9999,9999,9999,9999,2,9999,9999,9999,999,999,999,9999,9999,9999,9999,9999,9999,2,0
1032602,2,1,3,"OJUKPADALA WARD",26,"OJUKPADALA COMMUNIY","DR M.J. ABDULLAHI",1900-06-18,3.05,3.45,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,9,9,2,6,"",2,2,2,2,35,12,3,1,0.15,1,7,1,20,5,1,1,1,1,1,1,2,1,1,1,1,1,2,2,200,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,50,1.79769313486232e+308,2,1,"",2,2,9,9,2,1,1,1,2,2,9,9,2,2,9,9,2,1,1.79769313486232e+308,1,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,9,1,2,2,1,1,1,9,1.79769313486232e+308,99,12,1.79769313486232e+308,0,2000,1.79769313486232e+308,0,2000,1.79769313486232e+308,0,1800,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,1,1.79769313486232e+308,8,8,4,1,6,4,1,1,10,2,1,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,"9",3,2,2,2,2,1,1,1,"9",3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,5,"",3,3,2,2,1,1,1,0,0,0,3,5,3,2,1,2,0,0,0,14,14,13,3,2,4,9,8,10,0,0
1032103,3,1,3,"IGADEMU",21,"KADEMU PHC","OYEWOLE OYEDIRAN",1900-06-18,11.15,11.45,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,6,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,2,1,9,9,1,6,"",2,2,2,2,9,5,2,1,0.07,1,1,0,0,0,1,1,2,1,2,2,2,2,2,2,1,1,2,2,300,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,70,1.79769313486232e+308,2,1,"",2,9,9,9,2,9,9,9,2,9,9,9,2,9,9,9,2,9,1.79769313486232e+308,9,1,9,1.79769313486232e+308,2,2,9,1.79769313486232e+308,9,2,9,1.79769313486232e+308,9,9,1,2,9,1,2,9,1,1,9,1,2,9,1,1,9,2,1,9,2,1,9,2,1,2,2,1,1,7,7,1,1,1,9,30,1.79769313486232e+308,0,1.79769313486232e+308,300,400,1.79769313486232e+308,250,480,1.79769313486232e+308,200,500,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,7,6,6,6,6,4,2,2,7,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,"9",3,1,2,2,1,2,2,1,"9",3,4,4,5,5,5,5,5,7,7,2,2,1,2,2,6,"",5,3,2,2,2,1.79769313486232e+308,1.79769313486232e+308,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,2,3,2,2,1,3,0,0
1032004,4,1,3,"OGANENIGU",20,"PHC UGBABO-UGBABO","OGUNLEYE J.A.",1900-06-18,1.35,2.2,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,5,6,"",2,2,2,2,56,20,20,12,2,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,300,1.79769313486232e+308,99999,1.79769313486232e+308,99999,1.79769313486232e+308,100,1.79769313486232e+308,2,1,"",2,2,9,9,2,1,1,1,2,1,1,1,9,9,9,9,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,1,2,2,1,2,9,2,1,2,2,1,2,2,2,9,2,9,1,2,9,1,2,1,2,2,1,1,1,2,1,1,1,2,1,15,1.79769313486232e+308,5,1.79769313486232e+308,0,3000,1.79769313486232e+308,0,4000,1.79769313486232e+308,0,1000,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,1,1.79769313486232e+308,8,6,4,8,6,9,2,1,24,5,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,"2",4,1,2,2,1,1,2,1,"2",3,4,4,5,3,5,5,4,3,3,3,2,2,2,2,4,"",3,7,2,2,1,1,2,15,10,6,9999,9999,9999,12,9,11,9999,9999,9999,200,150,100,5,3,3,150,70,50,4,1
1031905,5,1,3,"OKPEYEGEDE",19,"OKPEYEGEDE PHC","OYEWOLE OYEDIRAN",1900-06-18,12.55,1.3,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,12,"COMM. HLTH. SUPERVISOR",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,1,9,9,2,6,"",2,2,2,2,16,777,14,777,0.2,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,500,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,150,1.79769313486232e+308,2,1,"",2,9,9,9,1,9,1,2,1,9,1,1,2,9,9,9,2,9,1.79769313486232e+308,9,2,9,1.79769313486232e+308,9,2,9,1.79769313486232e+308,9,2,9,1.79769313486232e+308,9,9,1,2,9,1,2,9,1,2,9,1,2,9,1,2,9,2,1,9,2,1,9,1,2,2,2,1,1,7,2,1,1,1,9,0,1.79769313486232e+308,10,1.79769313486232e+308,0,1500,1.79769313486232e+308,0,1500,1.79769313486232e+308,0,1500,1.79769313486232e+308,2,1.79769313486232e+308,1,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,8,6,4,2,1,7,0,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,"9",1,1,1,2,1,1,1,2,"9",5,4,4,5,5,5,5,5,3,3,2,2,1,1,2,6,"",5,3,2,2,1,1,2,15,10,9,11,8,10,10,7,5,400,999,999,85,70,65,80,60,45,80,60,45,15,1
1031806,6,1,3,"PHC OJUWO-ILE",18,"OJUWO ILE-OGA NENUGUN","IJILADE OLUSOLA",1900-06-18,12.37,1.5,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,6,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,2,1,2,2,1,2,2,4,6,"",2,1,2,2,15,3,10,2,0.1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,400,1.79769313486232e+308,40,1.79769313486232e+308,50,1.79769313486232e+308,100,1.79769313486232e+308,2,1,"",9,9,9,9,1,9,1,1,9,9,9,9,9,9,9,9,2,9,1.79769313486232e+308,1,1,9,1.79769313486232e+308,1,9,9,1.79769313486232e+308,9,2,9,1.79769313486232e+308,1,1,9,2,1,9,1,1,9,2,9,9,9,1,9,2,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,1,1,1,2,0,1.79769313486232e+308,0,1.79769313486232e+308,4720,99999,1.79769313486232e+308,3520,99999,1.79769313486232e+308,5000,99999,1.79769313486232e+308,2,1.79769313486232e+308,1,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,4,4,2,1,10,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,"1",5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",4,3,4,3,3,4,4,3,3,3,3,2,2,2,2,4,"",5,3,2,2,1,1,2,7,999,1,9999,9999,9999,8,999,12,9999,9999,9999,26,4,38,999,4,999,9999,9999,9999,8,0
1031707,7,1,3,"ODU WARD 1",17,"PHC CLINIC,AJARUEKE","DR O OLUBAJO",1900-06-18,1.34,2.12,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,1,9,9,1,7,"Tankers",2,2,1,2,8,2.3,8,2.3,0.3,1,6,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,500,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,90,1.79769313486232e+308,2,1,"",2,2,9,9,1,2,9,9,2,2,9,9,2,2,9,9,2,2,1.79769313486232e+308,9,2,1,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,1,2,2,1,2,2,1,2,2,2,2,9,1,2,2,2,2,9,2,2,9,2,2,9,2,1,2,1,7,2,1,1,1,9,0,1.79769313486232e+308,0,1.79769313486232e+308,1000,99999,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,2,1.79769313486232e+308,1,1.79769313486232e+308,6,6,6,8,6,4,2,2,12,4,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,"9",1,1,1,2,1,1,2,2,"9",3,3,4,4,4,4,4,4,3,3,3,2,2,2,2,4,"",5,3,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1,7777,7777,0,7777,7777,9999,9999,9999,0,9999,9999,71,7777,7777,3,9999,9999,2,9999,9999,1,0
1031608,8,1,3,"DEKINA H D/ODU WARD",16,"AS ABOVE,DEKINA","RAHEEM A.A.",1900-06-18,1.28,2.42,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,2,"",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,6,1,"",2,2,1,2,12,4,22,6,0.25,1,4,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,2,2,500,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,120,1.79769313486232e+308,2,1,"",2,2,9,9,2,1,1,1,2,2,9,9,2,2,9,9,1,2,1.79769313486232e+308,1,1,2,1.79769313486232e+308,1,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,1,2,2,1,2,2,2,2,9,2,2,9,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,7,2,1,1,1,1,1.79769313486232e+308,99,12,1.79769313486232e+308,99999,1850,1.79769313486232e+308,99999,2180,1.79769313486232e+308,99999,1600,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,1.79769313486232e+308,99,6,6,9,9,9,9,2,1,5,0,2,1,2,1,2,2,1,7,2,2,2,1,7,1,2,1,7,1,2,2,1,"9",2,1,1,7,1,1,1,1,"9",3,4,4,4,4,3,3,4,3,3,3,2,2,1,1,4,"",3,3,7,2,2,1.79769313486232e+308,1.79769313486232e+308,40,25,35,7777,7777,7777,13,6,9,7,9999,9999,49,52,36,4,4,4,3,9999,2,28,0
1031409,9,1,3,"IYALE WARD",14,"PHC IKPAKPALA","OGUNLEYE J.A.",1900-06-18,10.04,10.45,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,12,"CHIEF C.H.S.",0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,2,3,6,"",2,2,2,2,26,4,8,1.3,0.1,1,3,1,5,0,1,1,1,1,2,2,2,1,1,1,1,1,2,2,200,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,100,1.79769313486232e+308,2,1,"",2,2,9,9,1,1,2,1,1,2,1,1,2,2,9,9,2,2,1.79769313486232e+308,9,1,2,1.79769313486232e+308,1,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,1,1,2,1,1,2,1,2,2,2,9,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,1,7,2,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,0,3000,1.79769313486232e+308,0,2150,1.79769313486232e+308,0,2850,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,1,1.79769313486232e+308,6,6,4,4,6,4,2,1,6,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,"1",2,1,2,1,1,1,1,1,"1",3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,4,"",5,7,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,8,5,9999,9999,9999,9999,9999,2,9999,9999,9999,40,25,20,9999,9999,9999,9999,9999,9999,2,0
1031310,10,1,3,"OGBABEDE",13,"EFIKELEGWU","MRS OLOWOYO",1900-06-18,11,11.38,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-18,"OS",1900-06-18,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,"",1,5,"",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,9,9,1,6,"",2,2,2,2,90,24,7,1.3,0.35,1,6,2,0,0,1,1,1,1,2,2,2,1,1,1,1,1,2,2,150,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,90,1.79769313486232e+308,2,1,"",2,2,9,9,2,1,2,2,2,2,9,9,2,2,9,9,2,2,1.79769313486232e+308,9,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,9,2,2,1.79769313486232e+308,9,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,9,3,1.79769313486232e+308,6,1.79769313486232e+308,99999,99999,1.79769313486232e+308,99999,99999,1.79769313486232e+308,99999,99999,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,4,4,4,4,4,4,2,1,5,0,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,"9",3,1,1,1,1,1,1,1,"1",3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,4,"",3,3,2,2,1,1,2,7,5,5,999,999,999,2,999,1,999,999,999,23,17,21,999,999,999,4,4,4,3,0
