"meafown","chlofown","meapriown","bcginadeq","bcgpriown","bcgfown","mulinadeq","mulpriown","mulfown","orsinadeq","parafown","orspriown","meainadeq","chlopriown","parapriown","parainadeq","antifown","antipriown","antiinadeq","orsfown","chloinadeq","condinadeq","elderpay","onchocepay","tuberpay","dispay","exemppol","nonfeechar","condpriown","condfown","standpri","regestimay","regispaid","naaprl","treestapr","regestiapr","namay","treaestmay","poorpay","nareg","treatpaid","payothersp","importpay","natrt","supldrugs","suplother","naotrt","othtrefee","nadrugs","nafees","registfee","namarc","treestmar","regestimar","drugfee","devcommitt","womnumb","suplequp","workfacf","suplstaff","suplbuild","suplmaint","commitnumn","provfuel","commitmeet","headattend","disciplrec","provdrug","fixedprice","fixeduser","carrrepair","reqvaccine","repairequp","newinvest","resadmin","resperson","visfactrea","checkreg","checkstock","checkrecei","phcmcvisfa","phcmcrecei","phcmcregis","chotherspe","checkproto","staffmeetf","adminisue","phcmccards","checkequip","phcmcequip","available","acquire","undertake","phcmcother","phcmcmeet","phcmcadmin","phcmcmed","facopenclo","transferf","leaking","broken","facilitycl","consultat","chargetrt","cracked","charges","medicalsup","disciplina","n614other","keepmonthl","fordrugs","forregistr","vaccines","sterilize","patientuse","fridge","famplmay","inpatapr","inpatmay","inpatmar","famplapr","anatalapr","anatalmay","lastmonth","forwarded","anatalmar","famplmar","outpatmay","stillbirth","bothdelive","hvismar","hvisapr","hvismay","hedumar","heduapr","hedumay","outpatapr","bcgimmmar","bcgimfapr","bcgimfmay","sn","outpatmar","uniquekeyf","recstatus","secintlf","questnumf","secincomf","secetimef","secstimef","secintdatf","firstincof","fistintlf","firstetimf","fistintdaf","intnamef","addressf","facnamef","distrcodef","statecodef","lgacodef","firststimf","reasonf","surinitif","head","secseccomf","secentdatf","firseccomf","firentdatf","entnamef","dataentdaf","surcomdatf","supnamef","datainitif","numchodut","nummiddut","numnurfsc","numnurdut","nummeddut","nummedfac","desigoth","designatf","numchofac","nummidfac","numvacfac","nummeredut","numdenfac","numothfac","nummerefac","numhltdut","numdendut","numvacdut","staffjoine","numhltfac","numpharfac","numlabdut","numlabfac","numenvidut","numenvifac","numjchedut","numjchefac","numschedut","numschefac","numphardut","numothdut","staffretir","builddo","buildlga","buildst","buildfe","leave","transferre","dismissed","sourcetank","buildddc","buildvdc","buildoth","budontknow","mainsource","electricit","laboratorf","transport","patientbed","telephone","headquart","walkto","referral","longdoes","vehicle","hourswalk","under5","adultcons","privatesec","phcclinic","publicsec","smallpriva","measlesimm","servblotes","servlabtes","servmal","antenatalf","servtt","bcgimmu","dentistry","stistdser","familyplan","postnatal","servinpat","nalbt","facwork","charoutpat","naopm","ifnowhy","namlt","charmala","nainp","charinpat","charlabblo","receipt","steriadequ","microadequ","septfown","septpriown","septgood","septadequ","sterifown","sterigood","microfown","malfown","malpriown","malgood","maladequa","steripriow","gaugfown","genfown","genprivown","microgood","genadequat","micropriow","gaugpriown","gaugood","gaugadeqat","childfown","childpriow","childgood","childadequ","gengood","urinfown","urinpriown","uringood","urinadequa","statelga","secintdatc","questnumc","supnamec","reasonc","secincomc","secintlc","secstimec","firstincoc","firstintlc","firstetimc","firststimc","fistintdac","intnamec","addressc","lgacodec","statecodec","secetimec","surinitic","secentdatc","q111dislga","notes1c","notesc","secseccomc","firseccomc","firentdatc","entnamec","dataentdac","surcomdatc","datainitic","hmchcfed","hmhpdlga","pricinlga","hltclilga","hmshfngo","hmshffed","hmshfst","hmshflga","hmchcngo","hmchclga","hmphcngo","hmphcfed","hmphcst","hmphclga","hmhpdngo","hmhpdst","hmchcst","hmhpdfed","perurban","hmconstfgn","hmopendon","hmopencom","hmopenlga","hmopenst","perrural","lgapopul","hmopenfgn","hmrepairst","hmconstst","hmrepairdo","hmrepairco","hmrepairlg","hmconstdon","hmconstcom","hmconstlga","hmrepairfg","atecsupp","binkindtra","binterorg","ainkindtra","acashfintr","ainterorg","hmnigngo","bcashfintr","dinterorg","cinterorg","ccashfintr","cinkindtra","btecsupp","ctecsupp","dinkindtra","dcashfintr","hmedumot","pedmfed","hedumfed","pedmot","mchmlga","dtecsupp","authcoord","mchmfed","hedumst","pedmst","pedmlga","mchmot","hedumlga","mchmst","endmot","watmlga","watmst","watmfed","watmot","endmfed","ailmot","sanmst","nutmst","sanmlga","endmst","endmlga","immmot","immmfed","immmst","immmlga","nutmfed","nutmlga","sanmfed","nutmot","ailmlga","ailmfed","sanmot","stimlga","stimst","stimfed","stimot","facopen","facexpans","ailmst","transstaff","hmwdcddcs","discipact","userevenue","setchadrug","medsuppl","drugavail","setchatrt","newequip","hmdevcomm","hmchot","hmnurt","hmnurleft","hmnurnew","hmnurpro","hmdocpro","hmchonew","hmcholeft","receiptboo","duplreceip","hmdoct","hmdocleft","hmdocnew","hmchopro","estvdcext","hmlabnew","hmmedt","hmphapro","hmphanew","hmphaleft","hmlabpro","hmdennew","hmlableft","hmlabt","hmenvpro","hmphat","hmothnew","hmsuperpro","hmsupernew","hmsupeleft","hmsuper","hmhltapro","hmhltanew","hmhltaleft","hmdent","hmothpro","hmmedleft","hmothleft","hmotht","hmdenpro","hmmidt","hmdenleft","hmenvnew","hmmedpro","hmmednew","hmhltatt","hmschleft","hmenvleft","hmmidnew","hmmidleft","hmscht","hmschnew","hmschpro","hmjcht","hmjchleft","hmjchnew","hmjchpro","hmenvt","hmmidpro","uniquekeyc","dismissal","recomdiscp","nyservice","recomtop","meritqual","reprimand","transferc","otheract","facoffinch","demotion","usersoffac","othhlthst","pwsimar","pwsiapr","pwsimay","wdcddcvdc","markapr","nuismay","nuisapr","markmay","markmar","foodmay","foodapr","foodmar","foodvencer","tchldimmu","bcgimcapr","bcgimcmay","nuismar","secintdatl","questnuml","reasonl","secincoml","secintll","secstimel","supnamel","firstincol","firstintll","firstetiml","firststiml","firstintda","intnamel","addressl","lgacodel","statecodel","secetimel","secentdatl","electward","lgacreated","notes1l","notesl","secseccoml","firseccoml","firentdatl","entnamel","datainitil","dataentdal","surcomdatl","surinitil","newprimary","lgaclass","distance","travel","repaired","newroads","publicsch","privatesch","upgraded","newwells","handpumps","toilets","publictoil","budget","budgetneed","stacct99","intrev00","stacct00","fedacct00","totrev00","totrev99","submitted","fedacct99","intrev99","overexp99","hcapexp00","hcapexp99","envsexp00","envsexp99","curcexp00","curcexp99","prevexp00","overexp00","persexp00","persexp99","vatrev00","vatrev99","educationl","prevexp99","uniquekeyl","statelgafac"
2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1.79769313486232e+308,0,1.79769313486232e+308,0,60,1.79769313486232e+308,0,1,1.79769313486232e+308,0,"",1,1.79769313486232e+308,2,4,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0,1.79769313486232e+308,2,2,4,4,1,4,4,4,10,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,"1",2,2,2,1,2,1,3,3,3,"1",2,1,1,3,3,1,2,3,3,3,2,5,3,3,"",2,2,2,5,4,1,3,0,0,0,0,0,1,0,2,2,0,0,2,0,0,100,0,0,4,4,4,6,8,7,7,77,2,77,1,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,10.5799999237061,"6/12/2002","DR O.OLUBAJO","OSISI",1,"OSISI/IPAKU WARD",1,1,10,1.79769313486232e+308,"OS",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"","AJAYI","6/12/2002","6/12/2002","DR OSOWOLE","OS",0,1,0,0,0,0,"",5,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,2,1,2,2,0,0,0,"",2,2,1.79769313486232e+308,1.79769313486232e+308,3,2,2,1,1,2,3,0.349999994039536,3,0.349999994039536,0.0500000007450581,1,1,1,1,3,1,2,1,2,2,1,1,1,1,2,2,1,1,1,99,2,120,1.79769313486232e+308,"",99,1.79769313486232e+308,1.79769313486232e+308,150,1.79769313486232e+308,1,2,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,10001,"",1,"DR OSOWOLE",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,10.5699996948242,10,"6/13/2002","DR OSOWOLE","ADAVI LGA OGAMINANA",1,1,1.79769313486232e+308,"OS",1.79769313486232e+308,16,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"BIOLA",1.79769313486232e+308,"6/13/2002",1.79769313486232e+308,1.79769313486232e+308,19,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,7,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,30,0,0,0,4,0,70,197100,0,0,0,1.79769313486232e+308,0,2,0,0,0,0,1,1,"UNICEF",1,1,"UNDP",2,1,"USAID","WHO",1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,20,1.79769313486232e+308,40,1,1,10,30,40,60,1.79769313486232e+308,50,50,1.79769313486232e+308,1.79769313486232e+308,30,70,1.79769313486232e+308,20,1.79769313486232e+308,20,40,60,40,40,1.79769313486232e+308,40,30,30,20,40,20,1.79769313486232e+308,70,10,1.79769313486232e+308,40,50,10,1.79769313486232e+308,3,2,20,3,6,3,3,3,3,3,3,3,25,6,11,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,75,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,25,1.79769313486232e+308,12,25,1.79769313486232e+308,1.79769313486232e+308,18,8,1.79769313486232e+308,1,1.79769313486232e+308,0,1,1,1,1.79769313486232e+308,1.79769313486232e+308,"",4,1.79769313486232e+308,3,4,8,8,8,4,8,30,30,8,8,4,4,4,1,1.79769313486232e+308,560,980,30,"",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1,1,12.3000001907349,11.3000001907349,"6/13/2002","DR OSOWOLE","ADAVI LGA OGAMININA",1,1,1.79769313486232e+308,1.79769313486232e+308,11,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"BIOLA",1.79769313486232e+308,1.79769313486232e+308,"6/13/2002","OS",1,2,58,0.300000011920929,6,0,82,18,7,5,1,1,0,1,1,0,1549268.88,0,199801481,222969537.8,83039335.06,1,62745043.8,958183.01,2325125.8,540254.39,200000,6001145.05,2780122.83,18463358.7,9231679.35,6236716.66,6146366,30701220.41,15130160.51,21618787.34,19336108.97,6,3118358.33,1,10101
1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,2,2,1,2,2,2,120,0,1.79769313486232e+308,0,90,1.79769313486232e+308,0,1,1.79769313486232e+308,10,"",1.79769313486232e+308,1.79769313486232e+308,3,3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0,0,2,3,0,3,2,3,3,3,0,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,"2",2,2,2,1,2,1,3,3,3,"",1,1,1,3,3,2,2,3,3,3,2,3,3,3,"",1,2,2,3,4,1,3,1,0,0,0,1,2,0,2,1,4,0,3,0,0,6,7,10,4,4,4,5,20,20,20,76,4,76,1,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,1.35000002384186,"6/12/2002","DR M.J. ABDULLAHI","OGARA TOWN",2,"OGARA",1,1,1.04999995231628,1.79769313486232e+308,"OS",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"","AJAYI","6/12/2002","6/12/2002","DR OSOWOLE","OS",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1,1.79769313486232e+308,0,0,2,1,2,2,0,0,0,"",2,2,2,1.79769313486232e+308,2,2,2,1,2,2,35,12,35,12,0.449999988079071,1.79769313486232e+308,1,1,0,0,0,1,1,2,2,2,1,1,1,2,2,2,1,1,99,1,100,1.79769313486232e+308,"",99,1.79769313486232e+308,1.79769313486232e+308,100,1.79769313486232e+308,1,2,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,1,1,1.79769313486232e+308,2,2,1.79769313486232e+308,2,10001,"",1,"DR OSOWOLE",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,10.5699996948242,10,"6/13/2002","DR OSOWOLE","ADAVI LGA OGAMINANA",1,1,1.79769313486232e+308,"OS",1.79769313486232e+308,16,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"BIOLA",1.79769313486232e+308,"6/13/2002",1.79769313486232e+308,1.79769313486232e+308,19,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,7,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,30,0,0,0,4,0,70,197100,0,0,0,1.79769313486232e+308,0,2,0,0,0,0,1,1,"UNICEF",1,1,"UNDP",2,1,"USAID","WHO",1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,20,1.79769313486232e+308,40,1,1,10,30,40,60,1.79769313486232e+308,50,50,1.79769313486232e+308,1.79769313486232e+308,30,70,1.79769313486232e+308,20,1.79769313486232e+308,20,40,60,40,40,1.79769313486232e+308,40,30,30,20,40,20,1.79769313486232e+308,70,10,1.79769313486232e+308,40,50,10,1.79769313486232e+308,3,2,20,3,6,3,3,3,3,3,3,3,25,6,11,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,75,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,25,1.79769313486232e+308,12,25,1.79769313486232e+308,1.79769313486232e+308,18,8,1.79769313486232e+308,1,1.79769313486232e+308,0,1,1,1,1.79769313486232e+308,1.79769313486232e+308,"",4,1.79769313486232e+308,3,4,8,8,8,4,8,30,30,8,8,4,4,4,1,1.79769313486232e+308,560,980,30,"",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1,1,12.3000001907349,11.3000001907349,"6/13/2002","DR OSOWOLE","ADAVI LGA OGAMININA",1,1,1.79769313486232e+308,1.79769313486232e+308,11,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"BIOLA",1.79769313486232e+308,1.79769313486232e+308,"6/13/2002","OS",1,2,58,0.300000011920929,6,0,82,18,7,5,1,1,0,1,1,0,1549268.88,0,199801481,222969537.8,83039335.06,1,62745043.8,958183.01,2325125.8,540254.39,200000,6001145.05,2780122.83,18463358.7,9231679.35,6236716.66,6146366,30701220.41,15130160.51,21618787.34,19336108.97,6,3118358.33,1,10102
2,2,2,1.79769313486232e+308,2,2,2,1,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1,1,2,2,1,2,2,2,2,1,2,1.79769313486232e+308,1,2,2,2,1,1,80,0,1.79769313486232e+308,1200,56,1.79769313486232e+308,1500,1,1.79769313486232e+308,0,"1",1,1.79769313486232e+308,4,4,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1000,60,2,1,3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,10,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,"2",1,2,2,2,2,2,3,3,3,"2",1,1,1,3,3,1,1,3,3,3,2,3,3,3,"",1,2,2,3,3,2,1.79769313486232e+308,9,1,3,0,9,7,12,1,1,5,4,100,0,4,10,12,12,4,4,4,60,55,70,100,75,40,75,1,1.79769313486232e+308,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,11.1499996185303,"6/12/2002","DR BENJAMIN A.J.","BASIC HTH.CLINIC NAGAZI",3,"NAGAZI",1,1,10.0500001907349,1.79769313486232e+308,"OS",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"","AJAYI","6/12/2002","6/12/2002","DR OSOWOLE","OS",1.79769313486232e+308,2,1,1,1.79769313486232e+308,1.79769313486232e+308,"",4,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,1,2,1,7,0,2,2,1,2,0,1,0,"",2,2,2,1.79769313486232e+308,3,2,2,2,6,2,3,0.400000005960464,0,0.100000001490116,0.0500000007450581,1,1,1,0,0,2,3,1,2,2,2,1,1,1,2,2,1,1,1,99,1,120,1.79769313486232e+308,"",99,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1,1,1,2,1,1,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,10001,"",1,"DR OSOWOLE",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,10.5699996948242,10,"6/13/2002","DR OSOWOLE","ADAVI LGA OGAMINANA",1,1,1.79769313486232e+308,"OS",1.79769313486232e+308,16,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"BIOLA",1.79769313486232e+308,"6/13/2002",1.79769313486232e+308,1.79769313486232e+308,19,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,7,1.79769313486232e+308,1.79769313486232e+308,6,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,30,0,0,0,4,0,70,197100,0,0,0,1.79769313486232e+308,0,2,0,0,0,0,1,1,"UNICEF",1,1,"UNDP",2,1,"USAID","WHO",1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,20,1.79769313486232e+308,40,1,1,10,30,40,60,1.79769313486232e+308,50,50,1.79769313486232e+308,1.79769313486232e+308,30,70,1.79769313486232e+308,20,1.79769313486232e+308,20,40,60,40,40,1.79769313486232e+308,40,30,30,20,40,20,1.79769313486232e+308,70,10,1.79769313486232e+308,40,50,10,1.79769313486232e+308,3,2,20,3,6,3,3,3,3,3,3,3,25,6,11,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,75,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,25,1.79769313486232e+308,12,25,1.79769313486232e+308,1.79769313486232e+308,18,8,1.79769313486232e+308,1,1.79769313486232e+308,0,1,1,1,1.79769313486232e+308,1.79769313486232e+308,"",4,1.79769313486232e+308,3,4,8,8,8,4,8,30,30,8,8,4,4,4,1,1.79769313486232e+308,560,980,30,"",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1,1,12.3000001907349,11.3000001907349,"6/13/2002","DR OSOWOLE","ADAVI LGA OGAMININA",1,1,1.79769313486232e+308,1.79769313486232e+308,11,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"BIOLA",1.79769313486232e+308,1.79769313486232e+308,"6/13/2002","OS",1,2,58,0.300000011920929,6,0,82,18,7,5,1,1,0,1,1,0,1549268.88,0,199801481,222969537.8,83039335.06,1,62745043.8,958183.01,2325125.8,540254.39,200000,6001145.05,2780122.83,18463358.7,9231679.35,6236716.66,6146366,30701220.41,15130160.51,21618787.34,19336108.97,6,3118358.33,1,10103
